name,group,pass,head pass,air duel,foul,dribbling,corner,cross,kick,defense,acceleration,id
Alberto  Bueno Calvo,Forward,2,2,3,3,3,0,1,2,3,1,3779
Francisco Casilla Cort\u00e9s,Goalkeeper,3,0,1,0,0,0,0,0,3,0,3785
Jordi Amat Maas,Defender,41,25,17,38,4,0,0,4,35,3,3788
Zouhair Feddal,Defender,19,25,14,22,3,0,2,3,22,1,3791
H\u00e9ctor Alfredo Moreno Herrera,Defender,21,15,15,16,3,0,1,4,14,0,3795
D\u00eddac Vil\u00e1 Rossell\u00f3,Defender,9,7,5,13,4,1,9,4,20,5,3798
Stanislav Lobotka,Midfielder,54,33,15,42,24,0,5,4,58,37,167641
Philippe Coutinho Correia,Forward,49,13,7,21,56,53,11,49,34,38,3802
Sergi Darder Moll,Midfielder,40,24,10,38,18,11,8,12,52,7,3803
Javier  L\u00f3pez Rodr\u00edguez,Defender,11,10,8,22,5,0,11,1,25,6,3806
Sergio Garc\u00eda De La Fuente,Forward,10,10,14,17,28,0,9,16,14,10,3816
Boubakary Soumar\u00e9,Midfielder,9,5,3,9,5,0,0,0,12,8,397033
Sergio \u00c1lvarez Conde,Goalkeeper,7,0,2,0,0,0,0,0,6,0,3821
Rub\u00e9n Blanco Veiga,Goalkeeper,9,1,2,1,0,0,0,0,9,0,3822
Yoel Rodr\u00edguez Oterino,Goalkeeper,0,0,0,0,0,0,0,0,1,0,3823
Hugo Mallo Novegil,Defender,41,60,28,52,17,0,49,10,68,19,3827
Houssem Aouar,Midfielder,41,16,12,18,37,4,7,21,44,31,397046
Iago Aspas Juncal,Forward,32,21,17,23,44,14,21,42,27,38,3840
Fabi\u00e1n Ariel Orellana Valenzuela,Midfielder,11,8,8,16,31,12,17,11,13,12,3843
Yury Gazinskiy,Midfielder,3,6,2,5,1,0,1,1,4,0,102157
Francisco Jos\u00e9 Molinero Calder\u00f3n,Defender,5,6,3,21,2,0,5,1,12,4,3856
Domagoj Vida,Defender,11,16,10,5,0,0,0,4,13,0,69396
Milan Badelj,Midfielder,52,44,15,62,21,1,8,16,68,4,69400
Manuel Rolando Iturra Urrutia,Midfielder,15,14,10,46,10,0,4,1,42,5,3866
Mateo Kova\u010di\u0107,Midfielder,26,2,4,15,17,1,2,6,26,22,69404
\u0160ime Vrsaljko,Defender,22,34,22,42,13,2,43,4,43,15,69409
Enrique Garc\u00eda Mart\u00ednez,Forward,15,23,53,40,45,0,9,29,21,8,3874
Andrej Kramari\u0107,Forward,24,13,9,10,34,32,29,40,14,27,69411
Pontus Wernbloom,Midfielder,0,0,0,0,0,0,0,0,0,0,101604
L\u00e9o Lacroix,Defender,8,12,9,10,1,0,0,4,11,0,134951
Leandro Daniel Cabrera Sas\u00eda,Defender,7,18,11,22,2,0,4,2,26,4,3885
Keylor Navas Gamboa,Goalkeeper,9,0,1,1,0,0,0,0,10,0,3915
Gustavo Daniel Cabral C\u00e1ceres,Defender,32,39,27,15,2,0,0,4,33,2,3916
Iv\u00e1n L\u00f3pez Mendoza,Defender,2,2,1,0,1,0,4,0,1,2,3919
Pedro L\u00f3pez Mu\u00f1oz,Defender,14,17,8,18,9,0,20,1,33,4,3920
Nabil El Zhar,Midfielder,14,10,10,27,35,6,22,19,20,26,3934
Roger Mart\u00ed Salvador,Forward,5,3,8,17,12,0,4,11,9,3,3937
Marcus Rashford,Forward,17,10,11,27,39,22,22,28,20,41,397178
Iv\u00e1n Cu\u00e9llar Sacrist\u00e1n,Goalkeeper,5,0,5,0,0,0,0,0,17,0,3963
Alejandro G\u00e1lvez Jimena,Defender,26,31,18,40,6,0,1,8,46,2,3970
Dami\u00e1n Nicol\u00e1s Su\u00e1rez Su\u00e1rez,Defender,25,56,13,60,22,22,22,4,64,19,3974
Ante Budimir,Forward,7,25,48,42,23,0,1,14,23,7,69513
Mateo Pavlovi\u0107,Defender,21,36,24,32,1,0,0,7,22,2,69525
Miguel \u00c1ngel Moy\u00e0 Rumbo,Goalkeeper,5,0,0,1,0,0,0,0,3,0,3994
Miguel Torres G\u00f3mez,Defender,6,12,3,8,0,0,1,1,13,0,4003
Mehdi Lacen,Midfielder,13,11,5,18,5,0,3,3,27,0,4009
Rub\u00e9n Salvador P\u00e9rez Del M\u00e1rmol,Midfielder,35,42,16,45,15,0,2,7,59,4,4013
Pedro Le\u00f3n S\u00e1nchez Gil,Midfielder,6,13,6,11,10,34,20,10,9,7,4014
Pablo Sarabia Garc\u00eda,Midfielder,26,12,12,47,27,22,30,24,44,29,4015
Luca Pellegrini,Defender,0,0,0,0,0,0,0,0,0,0,397239
Andreas Christensen,Defender,39,32,21,11,3,0,1,4,30,6,135103
Sergio Enrich Ametller,Forward,7,30,38,17,17,0,3,11,14,2,4048
Jeison Fabi\u00e1n Murillo Cer\u00f3n,Defender,19,15,15,17,3,0,0,1,20,1,4065
Andreas Evald Cornelius,Forward,6,15,34,27,22,0,8,12,11,6,135150
Ante Rebi\u0107,Forward,13,21,28,72,53,0,25,24,37,25,69616
Eneko B\u00f3veda Altube,Defender,11,21,11,24,3,0,7,0,30,1,4086
Ferr\u00e1n Torres Garc\u00eda,Midfielder,3,1,3,3,5,0,5,1,6,6,397303
Ander Capa Rodr\u00edguez,Defender,26,31,10,36,17,0,38,3,42,32,4094
Xabier Etxeita Gorritxategi,Defender,4,8,4,11,0,0,0,2,4,2,4113
\u00c1ngel Luis Rodr\u00edguez D\u00edaz,Forward,8,9,32,48,23,0,12,29,25,10,4131
H\u00f6r\u00f0ur Bj\u00f6rgvin Magn\u00fasson,Defender,1,5,5,4,1,0,2,1,4,0,135207
Marlon Santos da Silva Barbosa,Defender,36,15,15,21,3,0,1,2,24,2,266286
David Rodr\u00edguez Lomb\u00e1n,Defender,10,22,13,11,0,0,0,1,12,0,4180
Simone Pontisso,Midfielder,0,0,0,0,0,0,0,0,0,0,364641
Assane Diouss\u00e9 El Hadji,Midfielder,22,12,6,28,10,0,2,5,24,3,364644
Pedro Alcal\u00e1 Guirado,Defender,6,14,8,12,1,0,1,3,6,0,4232
Samuel Moutoussamy,Midfielder,3,6,1,4,4,0,1,2,7,5,299154
Kevin N'Doram,Midfielder,11,8,6,10,3,0,0,1,18,4,331923
Aleix Vidal Parreu,Midfielder,7,3,3,2,4,2,3,4,9,1,4256
Joaqu\u00edn Navarro Jim\u00e9nez,Defender,32,25,16,27,14,0,3,1,53,17,4272
Borja Garc\u00eda Freire,Midfielder,33,24,11,26,47,20,26,23,30,16,4278
David L\u00f3pez Silva,Defender,45,59,30,45,8,0,2,6,54,6,4303
Daniel Gim\u00e9nez Hern\u00e1ndez,Goalkeeper,1,0,1,0,0,0,0,0,1,0,4319
Chidozie Collins Awaziem,Defender,13,20,13,23,5,0,1,5,34,2,364772
Alessandro  Florenzi,Midfielder,39,30,14,17,13,14,48,18,47,43,22566
Roberto Rom\u00e1n Triguero,Defender,6,5,2,10,2,0,5,0,15,3,4326
Javier Fuego Mart\u00ednez,Midfielder,22,33,18,37,8,0,0,3,40,0,4332
Diego da Silva Costa,Forward,9,10,16,26,27,0,3,13,16,12,4338
Daniel Pacheco Lobato,Midfielder,2,1,0,0,2,3,5,0,2,2,4343
David Pavelka,Midfielder,1,2,2,3,0,0,0,0,3,1,82644
Mariano Dami\u00e1n Barbosa,Goalkeeper,3,0,1,0,0,0,0,0,6,0,4348
Ra\u00fal Lizo\u00e1in Cruz,Goalkeeper,4,0,0,0,0,0,0,0,5,0,4350
David Garc\u00eda Santana,Defender,11,13,5,12,2,0,2,2,15,5,4355
V\u00edctor Laguardia Cisneros,Defender,12,22,14,11,1,0,1,2,15,1,4358
Juan Pedro Ram\u00edrez L\u00f3pez,Defender,30,53,26,53,2,0,2,8,46,1,4360
Javi Castellano Betancor,Midfielder,27,22,14,14,6,0,2,2,26,1,4361
Jer\u00f3nimo Figueroa Cabrera,Midfielder,9,4,3,5,7,6,7,3,11,4,4362
Jos\u00e9 Vicente G\u00f3mez Umpi\u00e9rrez,Midfielder,22,17,14,23,11,0,4,5,20,3,4363
Roque Mesa Quevedo,Midfielder,18,14,2,26,6,0,1,4,30,5,4365
Dani Castellano Betancor,Defender,21,25,12,18,18,0,14,2,42,14,4371
Lorenzo Jes\u00fas Mor\u00f3n Garc\u00eda,Forward,4,4,11,28,19,0,2,12,13,9,364820
V\u00edctor Mach\u00edn P\u00e9rez,Midfielder,17,7,8,25,27,0,7,7,24,23,4375
H\u00e9ctor Junior Firpo Adames,Defender,14,9,10,18,7,0,8,5,23,10,364850
Rodrigo Hern\u00e1ndez Cascante,Midfielder,63,46,29,80,22,0,2,12,80,13,364860
Adri\u00e1n Di\u00e9guez Grande,Defender,3,5,2,17,2,0,0,1,14,0,364870
Jonathan Castro Otto,Defender,45,29,16,54,27,0,21,6,86,35,4424
Borja Valle Balonga,Forward,3,4,6,13,6,0,4,6,6,4,4440
Tomi Juri\u0107,Forward,0,1,1,0,1,0,0,0,0,0,69978
Denis Glushakov,Midfielder,2,0,1,7,0,0,1,2,5,0,101623
Yuri Berchiche Izeta,Defender,25,17,12,16,10,0,27,4,36,12,4452
Iago Herrer\u00edn Buis\u00e1n,Goalkeeper,3,0,1,2,0,0,0,0,4,0,4476
Sa\u00fal \u00d1\u00edguez Esclapez,Midfielder,42,57,40,68,31,0,8,22,76,14,4488
Yuning Zhang,Forward,0,0,0,0,0,0,0,0,0,0,364937
Lucas V\u00e1zquez Iglesias,Forward,25,7,6,35,32,10,39,15,38,12,4498
Daniel Carvajal Ramos,Defender,44,30,14,51,18,0,46,7,52,20,4501
Omar Mascarell Gonz\u00e1lez,Midfielder,12,10,7,18,4,0,1,2,13,1,4509
Pedro Mosquera Parada,Midfielder,18,18,13,36,8,0,6,5,39,4,4511
Denis Cheryshev,Midfielder,9,13,9,29,13,1,17,17,28,32,4513
Anastasios Donis,Forward,4,4,7,16,23,0,14,16,12,26,233910
Danilo Luiz da Silva,Defender,31,11,5,12,6,0,11,8,23,11,70083
Alex Sandro Lobo Silva,Defender,37,23,17,54,29,0,33,7,46,25,70084
Nicol\u00e1s Hern\u00e1n Otamendi,Defender,87,57,39,33,5,0,1,15,48,12,70086
Rolando Jorge Pires da Fonseca,Defender,34,33,21,24,2,0,0,6,39,6,70088
Ionu\u021b Cristian S\u0103punaru,Defender,2,2,2,4,1,0,2,1,8,2,70090
Jo\u00e3o Filipe Iria Santos Moutinho,Midfielder,55,47,17,53,17,44,14,11,57,12,70093
Cristian Gabriel Rodr\u00edguez Barrotti,Midfielder,2,5,2,1,2,0,2,2,3,2,70095
James David Rodr\u00edguez Rubio,Midfielder,41,14,6,25,22,30,19,18,24,13,70096
Marc Janko,Forward,0,1,4,2,0,0,0,1,0,0,70100
Ezequiel Marcelo Garay,Defender,27,23,17,23,2,0,1,3,22,0,70112
Francisco Javier  Garc\u00eda Fern\u00e1ndez,Midfielder,43,30,22,35,11,0,0,4,33,5,70120
Nemanja Mati\u0107,Midfielder,70,42,26,41,30,0,6,9,67,12,70122
Axel  Witsel,Midfielder,15,7,11,13,5,0,0,7,14,3,70123
Manuel Agudo Dur\u00e1n,Forward,18,10,10,26,33,14,16,18,32,5,70125
Sergio Mora S\u00e1nchez,Midfielder,9,19,6,14,2,0,2,3,15,0,4593
Rui Pedro dos Santos Patr\u00edcio,Goalkeeper,3,0,1,0,0,0,0,0,5,0,70134
Santiago Arias Naranjo,Defender,4,5,5,9,1,0,2,0,7,5,70136
Emiliano Adri\u00e1n Ins\u00faa Zapata,Defender,19,24,12,25,21,2,31,4,36,19,70139
Daniel Filipe Martins Carri\u00e7o,Defender,6,7,4,5,1,0,0,0,10,1,70140
Andr\u00e9 Mart\u00edn Carrillo D\u00edaz,Midfielder,20,14,12,16,37,2,25,11,27,30,70156
Tommaso Berni,Goalkeeper,0,0,0,0,0,0,0,0,0,0,70161
Elderson Uwa Echiejile,Defender,0,0,0,0,0,0,0,0,0,0,70168
\u00c1d\u00e1m Nagy,Midfielder,10,7,5,12,5,0,2,1,17,12,299557
Danijel Suba\u0161i\u0107,Goalkeeper,9,1,5,0,0,0,0,0,20,0,135747
Alexander Szymanowski,Midfielder,7,9,3,18,11,5,12,8,12,6,4683
Marcel Julian Lizak,Goalkeeper,0,0,0,0,0,0,0,0,0,0,508686
Nahitan Michel N\u00e1ndez Acosta,Midfielder,3,2,5,7,3,0,3,1,7,7,299618
Josip Elez,Defender,9,10,7,7,1,0,1,0,15,2,135788
Jan Oblak,Goalkeeper,5,0,2,2,1,0,0,0,17,0,70273
Marko Pjaca,Forward,3,3,3,8,11,0,1,4,6,6,135810
Michael Olunga,Forward,2,6,12,14,5,0,1,7,6,1,266885
Jan Repas,Midfielder,5,8,8,18,14,0,6,8,14,12,234138
Adama Traor\u00e9,Midfielder,2,2,1,1,2,2,0,3,2,0,266917
David Junc\u00e0 Re\u00f1\u00e9,Defender,12,13,4,16,5,4,20,2,16,7,4780
Iv\u00e1n Balliu Campeny,Defender,23,18,10,24,12,0,18,2,38,15,4786
Carles Planas Antol\u00ednez,Defender,2,3,1,1,0,0,3,0,4,0,4789
Patricio Gabarr\u00f3n Gil,Defender,9,7,4,5,1,0,5,1,8,3,4792
Anaitz Arbilla Zabala,Defender,36,54,20,24,8,1,2,7,30,23,4805
Max  Meyer,Midfielder,28,15,7,23,8,0,2,3,31,8,134369
Abel Enrique Aguilar Tapia,Midfielder,0,0,0,0,0,0,0,0,0,0,4814
Pedro Miguel Braga Rebocho,Defender,19,23,9,17,11,2,20,1,34,10,135901
Marcos Paulo Mesquita Lopes,Midfielder,19,9,14,38,37,2,33,29,45,49,135913
Ricardo Domingos Barbosa Pereira,Defender,1,1,1,4,0,0,2,0,2,0,70381
C\u00e9dric Ricardo Alves Soares,Defender,39,36,26,25,16,0,59,11,81,21,70389
Adrien Sebastian Perruchet Silva,Midfielder,19,14,9,18,12,0,3,7,30,4,70403
\u00c9derzito Ant\u00f3nio Macedo Lopes,Forward,0,1,3,0,1,0,0,1,0,0,70410
Carles Gil de Pareja Vicent,Midfielder,6,1,1,2,8,4,2,4,7,4,4879
Jos\u00e9 Luis Gay\u00e1 Pe\u00f1a,Defender,34,25,12,33,22,0,43,6,51,15,4892
Jozabed S\u00e1nchez Ruiz,Midfielder,24,12,4,14,7,1,3,8,19,7,4911
Luis Carlos Correia Pinto,Defender,30,28,9,47,20,0,34,6,61,29,70451
Ramadan Sobhi,Midfielder,11,10,6,16,23,0,9,6,25,20,332605
David Sim\u00f3n Rodr\u00edguez Santana,Defender,10,10,5,15,8,0,12,1,22,5,4936
Mijat Ga\u0107inovi\u0107,Midfielder,15,19,10,26,18,6,7,15,37,17,136011
Yassine El Ghanassy,Midfielder,7,4,3,11,18,3,10,6,9,17,37714
Cheikhou Kouyat\u00e9,Midfielder,21,48,57,50,20,0,6,7,52,12,37725
Lucas Rodrigo Biglia,Midfielder,43,26,10,37,12,1,2,10,50,3,37732
Guillaume Gillet,Midfielder,0,1,0,1,0,0,0,0,0,0,37734
Pedro Tanaus\u00fa Dom\u00ednguez Placeres,Midfielder,21,6,6,12,22,19,5,6,27,5,4969
Paulo Andr\u00e9 Rodrigues de Oliveira,Defender,20,48,31,15,2,0,1,4,33,1,70507
Jordan Zacharie Lukaku Menama Mokelenge,Defender,16,7,6,20,21,0,30,3,24,16,37745
Patrik Schick,Forward,7,4,16,22,18,0,3,13,11,3,234359
Roger Beyker Mart\u00ednez Tobinson,Forward,1,2,2,7,4,0,1,5,2,0,267134
Rick van Drongelen,Defender,15,27,16,12,4,0,2,2,23,9,365441
William Silva de Carvalho,Midfielder,16,12,5,15,4,0,1,1,14,1,37762
Danijel Mili\u010devi\u0107,Midfielder,6,5,6,5,5,15,12,4,7,7,37796
Gabriel Fern\u00e1ndez Arenas,Midfielder,44,25,10,52,9,14,4,4,60,3,3441
Christian Dell'Orco,Defender,4,5,3,4,2,0,0,0,6,1,267185
Thomas Meunier,Defender,33,27,14,42,13,0,45,9,47,33,37824
Carlos Arturo Bacca Ahumada,Forward,13,15,17,25,27,1,10,32,10,13,37831
Maxime Lestienne,Midfielder,5,2,2,3,5,4,9,4,8,10,37836
Eiji Kawashima,Goalkeeper,5,1,1,1,0,0,0,0,19,0,37896
Anthony Rub\u00e9n Lozano Col\u00f3n,Forward,2,5,10,16,8,0,4,6,7,7,5147
Alen Halilovi\u0107,Midfielder,11,7,3,9,20,13,17,17,7,37,234527
Stipe Perica,Forward,4,9,20,25,19,0,2,7,11,2,234533
Diego Rico Salguero,Defender,22,25,12,39,16,13,37,11,54,11,169002
Mariano D\u00edaz Mej\u00eda,Forward,11,12,24,34,26,0,3,41,15,22,5167
Edson Andr\u00e9 Sitoe,Defender,12,10,16,7,2,0,1,1,10,0,70711
Alfre\u00f0 Finnbogason,Forward,12,20,24,43,29,1,4,23,20,9,37948
Juli\u00e1n Omar Ramos Su\u00e1rez,Midfielder,11,8,8,12,25,11,14,5,20,11,5195
Stef Peeters,Midfielder,11,7,4,24,7,30,7,6,22,9,38015
Kevin De Bruyne,Midfielder,84,22,10,43,47,100,70,55,50,84,38021
Sergio Le\u00f3n Limones,Forward,8,10,19,23,24,0,4,25,12,14,5268
Mikel Rico Moreno,Midfielder,14,10,5,21,10,0,5,6,20,3,5290
Odion Jude Ighalo,Forward,0,0,4,5,3,0,0,2,1,2,5295
Guilherme Costa Marques,Midfielder,10,2,4,25,14,8,4,5,20,19,70834
Daniel Tawiah Opare,Defender,9,14,12,22,12,0,22,2,24,16,38079
Felipe Trevizan Martins,Defender,6,10,5,10,2,0,2,0,13,2,38082
Birkir Bjarnason,Midfielder,4,5,3,16,5,0,3,5,12,3,38084
Ihlas Bebou,Forward,13,21,26,23,46,0,23,21,25,32,224801
Michy Batshuayi Tunga,Forward,7,8,14,22,21,0,1,22,9,5,38093
Imoh Ezekiel,Forward,3,3,4,7,8,0,5,3,6,6,38094
Serge Gakp\u00e9,Forward,12,12,13,18,18,1,11,13,21,12,38095
Ilya Kutepov,Defender,4,5,6,5,0,0,1,0,6,0,103668
Roman Zobnin,Midfielder,4,7,3,11,4,0,3,3,12,12,103682
Antonio Garc\u00eda Aranda,Defender,11,9,2,5,9,0,17,0,14,21,5383
Gerard Moreno Balaguero,Forward,27,37,66,55,52,0,21,43,37,10,5400
R\u00faben Afonso Borges Semedo,Defender,2,3,2,1,1,0,0,0,4,1,70956
Edgar Miguel I\u00e9,Defender,44,30,30,30,12,0,13,6,81,4,70959
Jo\u00e3o M\u00e1rio Naval da Costa Eduardo ,Midfielder,31,12,17,41,35,30,21,16,33,41,70965
Daichi Kamada,Midfielder,1,2,2,1,1,0,0,1,2,1,365880
Iuri Jos\u00e9  Pican\u00e7o Medeiros,Forward,6,2,4,2,11,12,5,8,6,8,70974
Armindo Tu\u00e9 Na Bangna,Forward,21,5,4,12,44,6,10,18,16,43,70975
Fernando Mar\u00e7al de Oliveira,Defender,22,14,11,17,8,0,9,0,28,5,70981
Antonio Barreca,Defender,5,7,3,4,2,2,3,0,8,4,300373
Luis Hern\u00e1ndez Rodr\u00edguez,Defender,32,69,23,42,3,0,4,1,46,4,5472
Daniel Garc\u00eda Carrillo,Midfielder,38,65,17,55,9,0,4,9,49,4,5542
Malcom Filipe Silva de Oliveira,Forward,34,14,16,23,67,54,30,31,25,74,300485
Mart\u00edn Maximiliano Mantovani,Defender,8,25,15,17,2,0,0,2,12,0,5653
David Alcibiade,Defender,2,3,1,2,0,0,2,1,5,0,28251
Christian Robert Santos Kwasniewski,Forward,2,6,19,13,3,0,0,4,4,1,38436
Bruno Gonz\u00e1lez Cabrera,Defender,7,26,16,20,1,0,0,1,27,0,5677
Douglas Luiz Soares de Paulo,Midfielder,3,5,3,11,5,2,1,4,10,6,443324
Marlon S\u00fcndermann,Goalkeeper,0,0,0,0,0,0,0,0,0,0,366197
Andrija Bali\u0107,Midfielder,14,8,3,15,8,10,5,7,17,8,300669
Ervin Zukanovi\u0107,Defender,38,45,28,32,6,0,16,8,50,7,38532
Kevin Danso,Defender,11,21,16,20,6,0,1,4,17,7,366217
Juan Pablo A\u00f1or Acosta,Midfielder,5,4,4,4,12,4,1,7,7,5,5791
Alexander N\u00fcbel,Goalkeeper,0,0,0,0,0,0,0,0,0,0,333477
Lorenzo Venuti,Defender,24,20,12,21,16,0,16,1,43,29,284960
Willem Geubbels,Forward,0,0,0,0,0,0,0,0,1,2,497355
Jorge Marco de Oliveira Moraes,Defender,19,25,16,32,21,0,23,3,49,18,300784
Lucas Torreira Di Pascua,Midfielder,58,44,15,46,27,52,6,15,67,2,333571
Sergi Samper Monta\u00f1a,Midfielder,2,1,0,2,1,0,1,0,3,0,5907
Sandro  Ram\u00edrez Castillo,Forward,8,5,5,20,13,6,8,14,11,12,5911
Adam Ounas,Forward,1,0,0,0,3,0,2,2,2,1,300830
K\u00e9vin Olivier Soni,Midfielder,0,0,0,1,1,0,0,0,1,1,366374
Andr\u00e9-Frank Zambo Anguissa,Midfielder,47,20,24,62,29,0,5,14,67,15,366401
Luk\u00e1\u0161 Zima,Goalkeeper,0,0,0,0,0,0,0,0,0,0,137041
Stefan Simi\u010d,Defender,4,6,5,10,1,0,0,1,11,0,137048
Rijad Baji\u0107,Forward,0,0,2,1,1,0,0,1,0,0,268180
Konrad Laimer,Midfielder,15,17,11,36,11,0,5,2,43,8,282804
Deian Boldor,Defender,1,2,1,1,0,0,0,0,1,0,137143
Abdou Diallo,Defender,26,25,29,59,16,0,9,5,55,9,235450
Dimitry Bertaud,Goalkeeper,0,0,0,0,0,0,0,0,0,0,366528
Jeff Reine-Adelaide,Midfielder,4,1,5,8,11,0,1,2,10,5,366542
Lebo Mothiba,Forward,7,8,13,24,16,0,1,9,9,0,366546
J\u00e9r\u00e9my Gelin,Defender,32,28,16,34,2,0,2,2,36,1,301013
Romain Perraud,Defender,0,0,0,0,0,0,0,0,0,0,301016
Marcus Thuram,Forward,11,13,32,45,38,0,10,20,19,17,301017
Vahid Selimovic,Defender,12,10,6,23,2,0,0,1,20,1,366563
Ederson Santana de Moraes,Goalkeeper,18,2,4,0,1,0,0,0,8,0,71654
Christ Emmanuel Faitout Maouassa,Midfielder,6,2,5,13,13,3,9,6,8,16,366571
Joris Gnagnon,Defender,32,29,27,28,5,0,0,10,30,1,366581
Iv\u00e1n Alejo Peralta,Midfielder,5,7,6,27,27,0,39,6,18,17,279555
Florin Andone,Forward,6,18,30,65,28,0,12,22,23,18,6165
Victor Nilsson Lindel\u00f6f,Defender,25,26,17,10,4,0,3,0,32,3,71703
Ruben Loftus-Cheek,Midfielder,22,10,25,18,45,0,8,15,30,39,235555
Francesc Aday Ben\u00edtez Caraballo,Defender,17,26,14,37,26,2,46,14,29,30,6210
Timo Baumgartl,Defender,35,46,29,41,5,0,3,3,60,2,235597
Jonathan Cristian Silva,Defender,2,0,1,1,1,0,1,0,0,0,137298
Thilo Kehrer,Defender,30,39,24,37,7,0,1,7,60,11,235606
Kevin Lasagna,Forward,8,18,36,32,18,0,14,30,16,21,333913
Lorenco \u0160imi\u0107,Defender,3,3,4,4,1,0,0,1,8,2,350569
Joseba Zald\u00faa Bengoetxea,Defender,19,39,19,45,19,0,29,4,62,34,6281
Kenan Kodro,Forward,1,3,4,2,1,0,1,1,1,0,6292
Lassana Coulibaly,Midfielder,8,4,5,18,10,0,3,6,23,19,366760
Timo Stavitski,Midfielder,2,5,3,4,5,0,7,0,6,11,399576
Jon Ander Serantes Simon,Goalkeeper,0,0,0,0,0,0,0,0,1,0,6363
Unai Bustinza Mart\u00ednez,Defender,14,29,21,27,3,0,3,6,30,2,6365
Javier Eraso Go\u00f1i,Midfielder,19,22,15,35,19,24,12,13,39,11,6370
Alexander Isak,Forward,0,2,3,2,1,0,0,2,1,0,399599
Esteban Rol\u00f3n,Midfielder,3,4,2,12,2,0,1,1,7,3,399673
Pablo Fornals Malla,Midfielder,35,16,16,34,24,4,13,21,44,38,399676
Issiaga Sylla,Defender,15,20,18,27,12,0,25,5,40,21,203113
Ra\u00fal Garc\u00eda Carnero,Defender,11,19,7,11,6,8,13,4,30,6,6513
J\u00e1n \u010eurica,Defender,4,3,6,4,1,0,0,1,3,2,101616
Pedro L\u00f3pez Galisteo,Goalkeeper,2,0,0,0,0,0,0,0,2,0,6577
Nicolas Janvier,Midfielder,1,1,1,1,1,0,0,0,2,0,367146
Bingourou Kamara,Goalkeeper,5,0,1,1,0,0,0,0,10,0,301635
Ibrahima Niane,Forward,6,9,14,13,19,0,5,16,9,6,498357
Simeon Tochukwu Nwankwo,Forward,6,10,33,33,27,0,2,13,15,4,72397
Fran\u00e7ois Kamano,Forward,16,7,9,38,45,6,21,27,32,40,334552
Artur Yusupov,Midfielder,0,0,0,0,0,0,0,0,0,0,101704
Sauli V\u00e4is\u00e4nen,Defender,7,3,5,15,1,0,0,1,10,1,170738
Aleksandr Kokorin,Forward,2,1,2,1,4,0,3,2,5,3,101705
Alexander Alegr\u00eda Moreno,Forward,3,6,15,16,13,0,1,6,5,0,6914
Pedro Pablo Hern\u00e1ndez,Midfielder,29,40,32,51,18,0,4,7,36,7,269060
H\u00e9ctor Hern\u00e1ndez Ortega,Defender,0,0,0,0,0,0,0,0,1,0,6925
Pablo \u00cdnsua Blanco,Defender,0,0,0,1,0,0,0,0,0,0,6950
Fyodor Smolov,Forward,3,3,6,8,9,1,4,4,7,6,101707
Giovanni Pablo Simeone,Forward,12,14,43,55,45,0,10,44,41,16,269152
W\u00edlmar Enrique Barrios Ter\u00e1n,Midfielder,3,2,2,9,2,0,0,0,6,2,246928
Olexandr Kucher,Defender,2,2,1,3,0,0,0,0,2,0,105328
Willian Borges da Silva,Midfielder,28,9,7,13,50,30,23,25,24,54,105333
Douglas  Costa de Souza,Midfielder,26,6,7,21,46,11,35,17,18,51,105334
Fernando Luiz Rosa,Midfielder,80,52,41,47,12,0,6,22,55,7,105339
Ramy Bensebaini,Defender,28,33,25,39,11,0,24,7,45,16,334720
Pawe\u0142 Jaroszy\u0144ski,Defender,7,8,6,12,3,2,16,0,20,4,269188
Bartosz Kapustka,Midfielder,3,4,4,9,6,0,3,4,9,1,269189
Ivan Strini\u0107,Defender,27,22,10,30,13,1,27,0,45,5,105361
Yevhen Konoplyanka,Midfielder,13,10,7,28,33,18,29,29,17,46,105378
Karol Linetty,Midfielder,27,9,14,45,23,0,7,11,52,27,138174
Lucas Ariel Boy\u00e9,Forward,6,3,4,17,12,0,6,4,13,6,334817
Nico Elvedi,Defender,36,46,29,21,20,0,12,5,46,28,236528
Dennis Geiger,Midfielder,21,10,8,58,12,8,3,9,41,9,367621
Danilo Fernando Avelar,Defender,14,31,16,24,10,0,23,3,42,6,105523
Lucas P\u00e9rez Mart\u00ednez,Forward,20,8,9,25,30,56,29,21,29,13,105541
Maksym Koval,Goalkeeper,0,0,0,1,0,0,0,0,1,0,105587
Ra\u00fal Albentosa Redal,Defender,17,35,16,17,1,0,1,3,21,0,7302
Serhiy Rybalka,Midfielder,0,0,0,0,0,0,0,0,0,0,105612
Brown Ideye Aide,Forward,3,5,12,11,13,0,1,4,2,0,105616
Admir Mehmedi,Forward,14,11,12,27,17,6,13,8,24,6,105619
Andriy Yarmolenko,Forward,12,6,7,21,28,6,19,15,16,14,105622
Milan \u0160kriniar,Defender,62,44,27,43,11,0,0,9,56,10,138408
Florian Kath,Midfielder,4,7,10,21,14,0,5,6,15,9,269490
Vladlen Yurchenko,Midfielder,0,0,0,0,0,0,0,0,0,0,138493
Strahinja Tanasijevi\u0107,Defender,0,0,0,0,0,0,0,0,0,0,400684
Carlos Andr\u00e9s S\u00e1nchez Arcosa,Midfielder,1,2,0,1,1,2,2,1,3,0,86340
Vincent Janssen,Forward,0,0,0,0,0,0,0,0,0,0,269676
